Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2022-03-13,Dortmund,Bielefeld,1,0,H,1,0,H,,20,11,3,4,6,10,4,5,1,1,0,0
2022-03-13,Ein Frankfurt,Bochum,2,1,H,0,1,A,,14,8,3,4,10,15,9,3,3,4,0,0
2022-03-13,Greuther Furth,RB Leipzig,1,6,A,1,4,A,,7,12,1,7,9,8,0,2,2,0,0,0
2022-03-16,Mainz,Dortmund,0,1,A,0,0,D,,10,11,1,4,18,10,5,5,3,4,0,0
2022-03-18,Bochum,M'gladbach,0,2,A,0,0,D,,15,8,7,5,12,10,7,3,2,1,0,0
2022-03-19,Greuther Furth,Freiburg,0,0,D,0,0,D,,8,13,1,3,15,9,1,11,1,0,0,0
2022-03-19,Hertha,Hoffenheim,3,0,H,1,0,H,,13,8,6,0,10,13,1,6,2,1,0,0
2022-03-19,Mainz,Bielefeld,4,0,H,1,0,H,,14,6,6,0,10,14,6,1,1,0,0,0
2022-03-19,Stuttgart,Augsburg,3,2,H,1,2,A,,24,10,9,4,13,17,8,0,2,3,0,0
2022-03-19,Bayern Munich,Union Berlin,4,0,H,3,0,H,,16,9,7,4,8,7,3,2,2,1,0,0
2022-03-20,RB Leipzig,Ein Frankfurt,0,0,D,0,0,D,,14,5,7,0,6,21,3,2,1,5,0,0
2022-03-20,Wolfsburg,Leverkusen,0,2,A,0,0,D,,18,17,4,7,6,13,7,7,2,3,0,0
2022-03-20,FC Koln,Dortmund,1,1,D,1,1,D,,10,9,1,3,13,16,7,5,2,3,0,0
2022-04-01,Union Berlin,FC Koln,1,0,H,0,0,D,,13,6,5,1,17,11,2,4,3,3,0,0
2022-04-02,Bielefeld,Stuttgart,1,1,D,0,1,A,,10,14,4,4,13,12,6,2,1,5,0,0
2022-04-02,Ein Frankfurt,Greuther Furth,0,0,D,0,0,D,,20,4,6,2,10,14,9,0,1,0,0,0
2022-04-02,Freiburg,Bayern Munich,1,4,A,0,0,D,,8,21,3,11,13,6,1,6,1,1,0,0
2022-04-02,Hoffenheim,Bochum,1,2,A,0,1,A,,14,20,7,6,9,11,5,6,3,2,0,0
2022-04-02,Leverkusen,Hertha,2,1,H,2,1,H,,18,7,7,4,13,11,3,3,0,1,0,0
2022-04-02,Dortmund,RB Leipzig,1,4,A,0,2,A,,10,11,2,5,7,10,7,5,3,1,0,0
2022-04-03,Augsburg,Wolfsburg,3,0,H,1,0,H,,13,17,5,5,15,11,3,5,1,0,0,0
2022-04-03,M'gladbach,Mainz,1,1,D,1,0,H,,17,22,8,10,13,20,3,7,2,1,0,0
2022-04-06,Augsburg,Mainz,2,1,H,1,0,H,,14,17,4,3,16,18,5,7,3,2,0,0
2022-04-08,Stuttgart,Dortmund,0,2,A,0,1,A,,13,10,2,4,8,6,4,5,2,1,0,0
2022-04-09,Bayern Munich,Augsburg,1,0,H,0,0,D,,13,6,4,1,10,22,3,3,1,2,0,0
2022-04-09,FC Koln,Mainz,3,2,H,0,1,A,,13,9,5,6,19,23,8,5,2,2,0,0
2022-04-09,Greuther Furth,M'gladbach,0,2,A,0,2,A,,10,18,1,7,12,8,3,5,1,0,0,0
2022-04-09,Wolfsburg,Bielefeld,4,0,H,2,0,H,,11,6,6,3,11,13,3,2,0,1,0,0
2022-04-09,Hertha,Union Berlin,1,4,A,0,1,A,,12,17,3,13,11,11,2,8,4,0,0,0
2022-04-10,Bochum,Leverkusen,0,0,D,0,0,D,,11,9,2,2,10,9,2,3,0,0,0,0
2022-04-10,Ein Frankfurt,Freiburg,1,2,A,0,1,A,,17,12,5,4,13,9,2,4,1,2,0,0
2022-04-10,RB Leipzig,Hoffenheim,3,0,H,3,0,H,,11,4,4,0,11,15,2,1,1,2,0,0
2022-04-16,Augsburg,Hertha,0,1,A,0,0,D,,13,11,2,1,14,17,1,7,4,4,0,0
2022-04-16,Dortmund,Wolfsburg,6,1,H,5,0,H,,12,9,8,4,14,9,4,6,0,2,0,0
2022-04-16,Freiburg,Bochum,3,0,H,2,0,H,,14,10,8,2,8,10,3,4,0,0,0,1
2022-04-16,Mainz,Stuttgart,0,0,D,0,0,D,,9,6,0,3,17,12,5,3,0,1,0,0
2022-04-16,M'gladbach,FC Koln,1,3,A,0,3,A,,18,17,4,6,15,19,5,5,3,2,0,0
2022-04-17,Bielefeld,Bayern Munich,0,3,A,0,2,A,,8,24,3,9,11,11,5,4,1,2,0,0
2022-04-17,Hoffenheim,Greuther Furth,0,0,D,0,0,D,,16,7,3,1,19,15,10,1,3,3,0,0
2022-04-17,Union Berlin,Ein Frankfurt,2,0,H,2,0,H,,14,10,4,3,10,8,4,3,2,1,0,0
2022-04-17,Leverkusen,RB Leipzig,0,1,A,0,0,D,,12,4,4,1,18,7,7,1,2,1,0,0
2022-04-22,Wolfsburg,Mainz,5,0,H,5,0,H,,15,5,7,3,10,10,2,3,0,2,0,1
2022-04-23,Ein Frankfurt,Hoffenheim,2,2,D,1,1,D,,17,11,7,4,10,9,9,7,1,3,0,0
2022-04-23,FC Koln,Bielefeld,3,1,H,2,1,H,,19,16,6,4,7,15,5,10,2,3,0,0
2022-04-23,Freiburg,M'gladbach,3,3,D,0,2,A,,19,7,8,4,12,12,8,0,1,4,0,0
2022-04-23,Greuther Furth,Leverkusen,1,4,A,1,2,A,,9,10,4,5,4,13,6,3,0,0,0,0
2022-04-23,RB Leipzig,Union Berlin,1,2,A,0,0,D,,5,12,1,4,13,9,2,5,2,2,0,0
2022-04-23,Bayern Munich,Dortmund,3,1,H,2,0,H,,13,7,6,3,9,11,3,1,0,1,0,0
2022-04-24,Bochum,Augsburg,0,2,A,0,2,A,,18,12,3,4,10,17,10,4,1,3,0,0
2022-04-24,Hertha,Stuttgart,2,0,H,1,0,H,,7,12,2,5,10,8,4,6,1,1,0,0
2022-04-29,Union Berlin,Greuther Furth,1,1,D,0,1,A,,6,7,3,2,14,14,2,4,2,2,0,0
2022-04-30,Augsburg,FC Koln,1,4,A,0,2,A,,14,18,5,8,14,14,5,7,2,4,0,0
2022-04-30,Bielefeld,Hertha,1,1,D,0,0,D,,6,9,1,5,14,14,2,6,3,1,0,0
2022-04-30,Dortmund,Bochum,3,4,A,2,2,D,,19,12,10,5,14,18,10,3,4,3,0,0
2022-04-30,Mainz,Bayern Munich,3,1,H,2,1,H,,24,4,7,1,11,11,7,8,0,4,0,0
2022-04-30,Stuttgart,Wolfsburg,1,1,D,0,1,A,,18,15,5,5,9,11,7,9,3,2,0,0
2022-04-30,Hoffenheim,Freiburg,3,4,A,1,1,D,,17,9,7,5,12,6,4,5,1,0,0,0
2022-05-02,Leverkusen,Ein Frankfurt,2,0,H,1,0,H,,11,9,3,4,5,8,4,4,0,0,0,0
2022-05-02,M'gladbach,RB Leipzig,3,1,H,2,1,H,,9,10,6,7,11,20,3,8,4,2,1,0
2022-05-06,Bochum,Bielefeld,2,1,H,1,1,D,,16,14,9,5,9,12,6,2,0,0,0,0
2022-05-07,FC Koln,Wolfsburg,0,1,A,0,1,A,,17,5,9,3,12,12,9,2,0,2,0,0
2022-05-07,Freiburg,Union Berlin,1,4,A,0,3,A,,18,13,4,5,12,14,4,6,1,2,0,0
2022-05-07,Greuther Furth,Dortmund,1,3,A,0,1,A,,8,8,3,4,15,10,5,2,1,1,0,0
2022-05-07,Hoffenheim,Leverkusen,2,4,A,2,1,H,,12,15,5,8,14,10,6,7,1,0,0,0
2022-05-07,Hertha,Mainz,1,2,A,1,1,D,,10,13,1,6,19,18,3,8,3,1,0,0
2022-05-08,Ein Frankfurt,M'gladbach,1,1,D,0,1,A,,18,11,4,7,6,7,9,1,1,0,0,0
2022-05-08,Bayern Munich,Stuttgart,2,2,D,2,1,H,,25,15,8,5,10,8,7,4,2,3,1,0
2022-05-08,RB Leipzig,Augsburg,4,0,H,1,0,H,,14,6,8,1,8,16,5,1,1,2,0,0
2022-05-14,Augsburg,Greuther Furth,2,1,H,1,1,D,,8,6,3,3,21,20,3,5,2,3,0,0
2022-05-14,Bielefeld,RB Leipzig,1,1,D,0,0,D,,8,18,4,9,11,8,2,6,1,1,0,0
2022-05-14,Dortmund,Hertha,2,1,H,0,1,A,,9,4,3,1,11,16,3,1,0,2,0,0
2022-05-14,Leverkusen,Freiburg,2,1,H,0,0,D,,11,13,5,2,6,12,6,9,2,3,0,0
2022-05-14,Mainz,Ein Frankfurt,2,2,D,1,2,A,,13,13,4,4,7,11,5,3,2,0,0,0
2022-05-14,M'gladbach,Hoffenheim,5,1,H,3,1,H,,19,10,9,2,8,12,6,2,1,2,0,0
2022-05-14,Stuttgart,FC Koln,2,1,H,1,0,H,,24,16,12,3,15,10,8,10,1,4,0,0
2022-05-14,Union Berlin,Bochum,3,2,H,2,0,H,,17,5,11,3,12,7,1,3,3,2,0,0
2022-05-14,Wolfsburg,Bayern Munich,2,2,D,1,2,A,,10,25,2,10,5,10,2,12,1,2,0,0
2022-08-05,Ein Frankfurt,Bayern Munich,1,6,A,0,5,A,,8,23,2,10,10,11,5,6,2,0,0,0
2022-08-06,Augsburg,Freiburg,0,4,A,0,0,D,,10,19,2,7,13,13,5,8,0,0,0,0
2022-08-06,Bochum,Mainz,1,2,A,1,1,D,,16,13,3,6,11,16,3,5,2,3,0,0
2022-08-06,M'gladbach,Hoffenheim,3,1,H,1,1,D,,18,2,8,1,18,12,4,2,1,4,0,1
2022-08-06,Union Berlin,Hertha,3,1,H,1,0,H,,18,9,8,3,23,17,5,4,2,3,0,0
2022-08-06,Wolfsburg,Werder Bremen,2,2,D,1,2,A,,13,10,3,5,11,14,2,5,2,2,0,0
2022-08-06,Dortmund,Leverkusen,1,0,H,1,0,H,,13,8,4,3,14,13,3,3,2,4,0,1
2022-08-07,Stuttgart,RB Leipzig,1,1,D,1,1,D,,11,27,2,9,14,9,1,9,2,1,0,0
2022-08-07,FC Koln,Schalke 04,3,1,H,0,0,D,,30,6,10,2,8,10,9,1,0,1,0,1
2022-08-12,Freiburg,Dortmund,1,3,A,1,0,H,,16,16,7,7,16,10,9,2,1,3,0,0
2022-08-13,Hertha,Ein Frankfurt,1,1,D,1,0,H,,11,11,5,1,11,11,4,5,3,1,0,0
2022-08-13,Hoffenheim,Bochum,3,2,H,2,2,D,,24,11,13,5,13,10,8,2,1,1,0,0
2022-08-13,Leverkusen,Augsburg,1,2,A,1,1,D,,23,6,10,4,7,16,7,3,1,6,0,0
2022-08-13,RB Leipzig,FC Koln,2,2,D,1,1,D,,9,12,5,3,8,18,2,7,1,4,1,0
2022-08-13,Werder Bremen,Stuttgart,2,2,D,1,1,D,,5,14,3,7,6,10,2,5,4,2,0,0
2022-08-13,Schalke 04,M'gladbach,2,2,D,1,0,H,,14,14,5,9,12,8,2,7,4,2,0,0
2022-08-14,Mainz,Union Berlin,0,0,D,0,0,D,,10,10,5,2,9,14,4,4,1,0,0,0
2022-08-14,Bayern Munich,Wolfsburg,2,0,H,2,0,H,,24,7,8,1,7,10,8,4,2,1,0,0
2022-08-19,M'gladbach,Hertha,1,0,H,1,0,H,,11,18,6,5,7,11,5,5,1,2,0,1
2022-08-20,Augsburg,Mainz,1,2,A,1,1,D,,6,14,2,7,13,19,3,3,2,2,0,0
2022-08-20,Dortmund,Werder Bremen,2,3,A,1,0,H,,5,14,3,7,13,9,3,5,4,1,0,0
2022-08-20,Leverkusen,Hoffenheim,0,3,A,0,2,A,,14,10,3,5,15,18,3,1,1,4,0,0
2022-08-20,Stuttgart,Freiburg,0,1,A,0,1,A,,18,9,5,3,8,12,3,1,4,2,0,0
2022-08-20,Wolfsburg,Schalke 04,0,0,D,0,0,D,,16,9,6,2,13,10,12,4,1,3,0,0
2022-08-20,Union Berlin,RB Leipzig,2,1,H,2,0,H,,9,16,4,2,14,8,1,13,2,1,0,0
2022-08-21,Ein Frankfurt,FC Koln,1,1,D,0,0,D,,10,6,3,2,15,11,5,9,0,1,0,0
2022-08-21,Bochum,Bayern Munich,0,7,A,0,4,A,,13,22,7,12,10,6,5,5,1,0,0,0
2022-08-26,Freiburg,Bochum,1,0,H,0,0,D,,28,15,12,5,15,13,2,5,2,2,0,0
2022-08-27,Hertha,Dortmund,0,1,A,0,1,A,,12,24,3,7,8,9,6,10,1,0,0,0
2022-08-27,Hoffenheim,Augsburg,1,0,H,1,0,H,,24,12,6,1,14,9,4,6,1,1,0,0
2022-08-27,Mainz,Leverkusen,0,3,A,0,3,A,,17,7,3,5,10,12,3,4,1,6,0,2
2022-08-27,RB Leipzig,Wolfsburg,2,0,H,1,0,H,,16,9,7,4,20,15,8,4,3,3,0,0
2022-08-27,Schalke 04,Union Berlin,1,6,A,1,3,A,,12,12,4,7,9,11,8,2,1,0,0,0
2022-08-27,Bayern Munich,M'gladbach,1,1,D,0,1,A,,35,5,20,3,14,7,14,1,4,2,0,0
2022-08-28,FC Koln,Stuttgart,0,0,D,0,0,D,,6,13,2,5,14,12,6,8,2,2,0,1
2022-08-28,Werder Bremen,Ein Frankfurt,3,4,A,2,3,A,,10,12,4,7,17,17,5,7,1,3,0,0
2022-09-02,Dortmund,Hoffenheim,1,0,H,1,0,H,,16,7,5,2,14,15,5,8,3,4,0,0
2022-09-03,Bochum,Werder Bremen,0,2,A,0,0,D,,19,16,6,6,15,10,7,3,2,2,0,0
2022-09-03,Leverkusen,Freiburg,2,3,A,1,0,H,,15,5,6,3,15,10,8,4,2,2,0,0
2022-09-03,Stuttgart,Schalke 04,1,1,D,1,1,D,,13,13,3,4,11,10,5,7,4,2,1,0
2022-09-03,Union Berlin,Bayern Munich,1,1,D,1,1,D,,10,21,3,6,19,7,5,7,1,2,0,0
2022-09-03,Wolfsburg,FC Koln,2,4,A,1,3,A,,9,18,3,5,13,14,5,4,2,1,0,0
2022-09-03,Ein Frankfurt,RB Leipzig,4,0,H,2,0,H,,14,5,9,0,14,10,4,3,1,1,0,0
2022-09-04,Augsburg,Hertha,0,2,A,0,0,D,,8,16,2,6,12,15,5,1,2,1,0,0
2022-09-04,M'gladbach,Mainz,0,1,A,0,0,D,,13,12,3,5,8,15,4,8,1,4,1,0
2022-09-09,Werder Bremen,Augsburg,0,1,A,0,0,D,,11,14,6,5,12,12,3,7,4,5,0,0
2022-09-10,Bayern Munich,Stuttgart,2,2,D,1,0,H,,18,8,7,3,11,9,3,0,2,5,0,0
2022-09-10,Ein Frankfurt,Wolfsburg,0,1,A,0,0,D,,11,6,0,3,16,13,10,5,2,4,0,0
2022-09-10,Hertha,Leverkusen,2,2,D,0,0,D,,17,11,6,5,15,16,3,5,3,1,0,0
2022-09-10,Hoffenheim,Mainz,4,1,H,0,0,D,,21,10,9,2,9,13,7,5,3,2,0,1
2022-09-10,RB Leipzig,Dortmund,3,0,H,2,0,H,,14,4,5,0,12,6,5,8,2,1,0,0
2022-09-10,Schalke 04,Bochum,3,1,H,1,0,H,,20,9,8,2,12,16,3,8,2,3,0,0
2022-09-11,FC Koln,Union Berlin,0,1,A,0,1,A,,7,12,2,3,15,12,7,8,4,1,1,0
2022-09-11,Freiburg,M'gladbach,0,0,D,0,0,D,,13,14,8,5,13,6,7,6,1,1,0,0
2022-09-16,Mainz,Hertha,1,1,D,0,1,A,,12,4,2,2,12,10,4,3,3,5,0,0
2022-09-17,Augsburg,Bayern Munich,1,0,H,0,0,D,,9,21,4,7,16,9,2,8,3,1,0,0
2022-09-17,Dortmund,Schalke 04,1,0,H,0,0,D,,19,3,7,0,12,14,11,2,3,2,0,0
2022-09-17,Leverkusen,Werder Bremen,1,1,D,0,0,D,,19,19,7,7,5,14,9,6,2,3,0,0
2022-09-17,Stuttgart,Ein Frankfurt,1,3,A,0,1,A,,15,13,2,8,9,11,7,4,2,0,0,0
2022-09-17,M'gladbach,RB Leipzig,3,0,H,2,0,H,,21,13,10,6,14,14,8,3,2,2,0,0
2022-09-18,Union Berlin,Wolfsburg,2,0,H,0,0,D,,16,5,4,0,18,6,4,1,0,0,0,0
2022-09-18,Bochum,FC Koln,1,1,D,1,0,H,,7,18,0,3,12,8,4,8,0,1,0,0
2022-09-18,Hoffenheim,Freiburg,0,0,D,0,0,D,,10,14,3,4,15,9,5,3,1,2,0,0
2022-09-30,Bayern Munich,Leverkusen,4,0,H,3,0,H,,20,10,10,5,10,6,6,2,0,0,0,0
2022-10-01,Ein Frankfurt,Union Berlin,2,0,H,2,0,H,,14,14,4,5,4,11,4,7,3,4,1,0
2022-10-01,FC Koln,Dortmund,3,2,H,0,1,A,,20,21,16,13,14,10,7,11,4,3,0,0
2022-10-01,Freiburg,Mainz,2,1,H,2,0,H,,13,17,6,7,9,15,5,5,2,4,0,0
2022-10-01,RB Leipzig,Bochum,4,0,H,2,0,H,,17,2,9,1,8,8,7,2,0,2,0,0
2022-10-01,Wolfsburg,Stuttgart,3,2,H,2,2,D,,20,15,7,7,16,14,8,5,3,5,0,0
2022-10-01,Werder Bremen,M'gladbach,5,1,H,4,0,H,,14,13,9,9,8,8,4,5,0,1,0,0
2022-10-02,Hertha,Hoffenheim,1,1,D,1,1,D,,13,16,5,4,5,15,2,6,2,1,0,0
2022-10-02,Schalke 04,Augsburg,2,3,A,1,2,A,,16,11,5,5,11,10,8,4,2,6,0,1
2022-10-07,Hoffenheim,Werder Bremen,1,2,A,1,1,D,,16,8,6,3,12,18,3,3,3,3,0,0
2022-10-08,Augsburg,Wolfsburg,1,1,D,0,1,A,,18,12,5,7,19,11,11,5,5,3,0,0
2022-10-08,Bochum,Ein Frankfurt,3,0,H,0,0,D,,11,11,6,2,12,10,9,4,2,1,0,0
2022-10-08,Leverkusen,Schalke 04,4,0,H,2,0,H,,13,2,7,1,9,17,3,3,1,1,0,0
2022-10-08,Mainz,RB Leipzig,1,1,D,1,0,H,,9,12,3,3,12,12,4,2,1,1,0,0
2022-10-08,Dortmund,Bayern Munich,2,2,D,0,1,A,,13,9,6,3,8,11,7,4,3,6,0,1
2022-10-09,M'gladbach,FC Koln,5,2,H,2,1,H,,13,5,6,3,8,14,7,4,2,3,0,1
2022-10-09,Hertha,Freiburg,2,2,D,1,1,D,,11,10,3,4,14,13,4,2,2,1,0,0
2022-10-09,Stuttgart,Union Berlin,0,1,A,0,0,D,,9,7,3,4,12,10,2,5,3,3,1,0
2022-10-14,Schalke 04,Hoffenheim,0,3,A,0,2,A,,14,18,2,7,12,8,4,5,2,2,0,0
2022-10-15,Ein Frankfurt,Leverkusen,5,1,H,1,0,H,,20,5,11,2,10,9,7,1,0,4,0,1
2022-10-15,Stuttgart,Bochum,4,1,H,2,1,H,,16,14,7,4,6,17,3,3,0,3,0,0
2022-10-15,Werder Bremen,Mainz,0,2,A,0,1,A,,14,11,4,5,3,11,3,3,1,2,0,0
2022-10-15,Wolfsburg,M'gladbach,2,2,D,1,1,D,,16,10,4,5,13,11,7,6,3,3,0,0
2022-10-15,RB Leipzig,Hertha,3,2,H,3,0,H,,14,16,5,5,17,9,8,4,2,3,0,0
2022-10-16,FC Koln,Augsburg,3,2,H,0,1,A,,14,7,6,3,11,15,5,3,2,4,0,0
2022-10-16,Union Berlin,Dortmund,2,0,H,2,0,H,,14,13,5,6,15,5,5,8,1,2,0,0
2022-10-16,Bayern Munich,Freiburg,5,0,H,2,0,H,,18,6,8,0,8,9,5,5,0,2,0,0
2022-10-21,Mainz,FC Koln,5,0,H,3,0,H,,15,6,7,2,13,14,5,4,1,5,0,1
2022-10-22,Augsburg,RB Leipzig,3,3,D,1,0,H,,11,19,3,8,15,11,3,6,7,1,1,0
2022-10-22,Dortmund,Stuttgart,5,0,H,3,0,H,,19,10,10,1,7,8,9,2,1,0,0,0
2022-10-22,Freiburg,Werder Bremen,2,0,H,0,0,D,,25,10,7,2,14,12,6,2,2,2,0,1
2022-10-22,Hoffenheim,Bayern Munich,0,2,A,0,2,A,,7,23,3,10,12,8,7,5,3,2,0,0
2022-10-22,Leverkusen,Wolfsburg,2,2,D,1,1,D,,13,9,5,3,19,5,3,3,3,1,0,0
2022-10-22,M'gladbach,Ein Frankfurt,1,3,A,0,3,A,,8,16,3,5,9,20,3,2,3,2,0,0
2022-10-23,Bochum,Union Berlin,2,1,H,1,0,H,,8,6,5,3,14,10,3,7,1,3,0,0
2022-10-23,Hertha,Schalke 04,2,1,H,0,0,D,,11,9,4,2,14,14,5,6,5,1,0,0
2022-10-28,Werder Bremen,Hertha,1,0,H,0,0,D,,15,9,4,1,14,11,4,5,2,3,0,0
2022-10-29,Bayern Munich,Mainz,6,2,H,3,1,H,,25,13,12,5,10,11,8,5,1,1,0,0
2022-10-29,RB Leipzig,Leverkusen,2,0,H,1,0,H,,10,4,6,1,9,7,3,3,3,3,0,0
2022-10-29,Stuttgart,Augsburg,2,1,H,1,1,D,,31,12,8,6,7,12,10,3,1,2,0,0
2022-10-29,Wolfsburg,Bochum,4,0,H,2,0,H,,22,10,7,3,7,17,7,2,1,1,0,0
2022-10-29,Ein Frankfurt,Dortmund,1,2,A,1,1,D,,20,8,8,2,15,11,4,3,5,5,0,0
2022-10-30,Union Berlin,M'gladbach,2,1,H,0,1,A,,14,7,5,3,17,6,6,5,3,2,0,0
2022-10-30,Schalke 04,Freiburg,0,2,A,0,1,A,,12,19,3,9,20,7,4,8,3,2,0,0
2022-10-30,FC Koln,Hoffenheim,1,1,D,1,1,D,,11,9,3,4,11,10,5,4,1,2,0,1
2022-11-04,M'gladbach,Stuttgart,3,1,H,2,1,H,,11,13,6,4,13,16,3,5,2,1,0,0
2022-11-05,Augsburg,Ein Frankfurt,1,2,A,1,1,D,,9,12,5,7,17,15,3,6,0,1,0,0
2022-11-05,Dortmund,Bochum,3,0,H,3,0,H,,6,7,3,1,7,14,2,5,1,1,0,0
2022-11-05,Hertha,Bayern Munich,2,3,A,2,3,A,,7,14,5,4,13,9,2,7,0,0,0,0
2022-11-05,Hoffenheim,RB Leipzig,1,3,A,0,1,A,,11,17,3,8,9,9,6,3,4,2,0,0
2022-11-05,Mainz,Wolfsburg,0,3,A,0,1,A,,16,10,3,3,15,6,9,4,1,1,0,0
2022-11-05,Werder Bremen,Schalke 04,2,1,H,1,0,H,,11,19,5,3,11,12,3,3,3,2,0,0
2022-11-06,Leverkusen,Union Berlin,5,0,H,0,0,D,,11,6,8,1,11,17,1,5,1,4,0,0
2022-11-06,Freiburg,FC Koln,2,0,H,0,0,D,,13,6,5,2,9,10,5,3,0,1,0,0
2022-11-08,Wolfsburg,Dortmund,2,0,H,1,0,H,,15,20,8,6,10,12,6,9,4,2,0,0
2022-11-08,Bayern Munich,Werder Bremen,6,1,H,4,1,H,,21,4,10,1,9,8,8,4,0,0,0,0
2022-11-08,Bochum,M'gladbach,2,1,H,2,0,H,,13,8,4,2,11,14,6,3,1,3,0,0
2022-11-08,Stuttgart,Hertha,2,1,H,1,1,D,,16,11,7,4,9,15,8,5,3,2,0,0
2022-11-09,FC Koln,Leverkusen,1,2,A,1,0,H,,17,10,7,3,9,7,6,1,1,2,0,0
2022-11-09,Ein Frankfurt,Hoffenheim,4,2,H,3,1,H,,15,12,8,3,9,22,4,5,0,3,0,0
2022-11-09,RB Leipzig,Freiburg,3,1,H,0,0,D,,18,4,8,2,9,21,6,2,1,4,0,0
2022-11-09,Schalke 04,Mainz,1,0,H,1,0,H,,13,11,4,1,16,17,1,6,3,1,0,0
2022-11-09,Union Berlin,Augsburg,2,2,D,2,2,D,,18,7,6,2,7,10,6,3,1,4,0,0
2022-11-11,M'gladbach,Dortmund,4,2,H,3,2,H,,11,20,6,10,12,12,2,9,1,2,0,0
2022-11-12,Augsburg,Bochum,0,1,A,0,0,D,,19,11,5,4,12,9,6,2,1,1,0,0
2022-11-12,Hertha,FC Koln,2,0,H,1,0,H,,17,10,8,2,15,10,10,5,3,1,0,0
2022-11-12,Hoffenheim,Wolfsburg,1,2,A,1,1,D,,22,6,8,3,15,11,7,1,0,3,0,0
2022-11-12,Leverkusen,Stuttgart,2,0,H,1,0,H,,11,7,3,1,11,10,4,2,2,3,0,0
2022-11-12,Werder Bremen,RB Leipzig,1,2,A,0,1,A,,7,14,5,3,14,8,0,4,1,2,0,0
2022-11-12,Schalke 04,Bayern Munich,0,2,A,0,1,A,,6,22,2,6,7,4,4,5,0,0,0,0
2022-11-13,Mainz,Ein Frankfurt,1,1,D,1,0,H,,19,10,6,3,12,8,5,2,2,2,0,0
2022-11-13,Freiburg,Union Berlin,4,1,H,4,0,H,,7,4,5,2,13,9,2,1,0,1,0,1
2023-01-20,RB Leipzig,Bayern Munich,1,1,D,0,1,A,,10,7,3,2,17,12,3,2,2,3,0,0
2023-01-21,Bochum,Hertha,3,1,H,2,0,H,,10,10,3,2,13,13,1,6,1,1,0,0
2023-01-21,Ein Frankfurt,Schalke 04,3,0,H,1,0,H,,11,18,3,4,14,10,5,4,2,3,0,0
2023-01-21,Stuttgart,Mainz,1,1,D,1,1,D,,16,12,4,2,15,17,3,5,1,3,0,0
2023-01-21,Union Berlin,Hoffenheim,3,1,H,0,1,A,,23,10,5,5,11,13,9,4,2,1,0,0
2023-01-21,Wolfsburg,Freiburg,6,0,H,3,0,H,,13,9,11,1,11,12,0,5,1,2,0,0
2023-01-21,FC Koln,Werder Bremen,7,1,H,5,1,H,,15,4,7,2,10,14,2,2,0,0,0,0
2023-01-22,Dortmund,Augsburg,4,3,H,2,2,D,,27,14,10,4,6,9,7,3,1,4,0,0
2023-01-22,M'gladbach,Leverkusen,2,3,A,0,2,A,,15,13,8,5,12,14,2,3,3,2,0,0
2023-01-24,Schalke 04,RB Leipzig,1,6,A,0,4,A,,9,21,1,14,16,13,1,6,1,1,0,0
2023-01-24,Bayern Munich,FC Koln,1,1,D,0,1,A,,22,2,7,1,7,10,9,4,0,1,0,0
2023-01-24,Hertha,Wolfsburg,0,5,A,0,3,A,,8,15,2,7,20,13,6,4,2,0,0,0
2023-01-24,Hoffenheim,Stuttgart,2,2,D,1,1,D,,13,8,5,4,12,4,6,4,1,3,0,1
2023-01-25,Mainz,Dortmund,1,2,A,1,1,D,,12,12,4,6,15,7,2,3,2,0,0,0
2023-01-25,Augsburg,M'gladbach,1,0,H,0,0,D,,14,7,4,2,15,15,3,2,1,2,0,0
2023-01-25,Freiburg,Ein Frankfurt,1,1,D,0,1,A,,12,4,5,2,15,15,4,3,3,3,0,0
2023-01-25,Leverkusen,Bochum,2,0,H,1,0,H,,11,9,4,2,15,14,3,4,2,4,0,0
2023-01-25,Werder Bremen,Union Berlin,1,2,A,1,1,D,,8,11,3,5,11,17,5,7,0,0,0,0
2023-01-27,RB Leipzig,Stuttgart,2,1,H,1,0,H,,9,10,4,3,8,6,3,6,0,0,0,0
2023-01-28,Freiburg,Augsburg,3,1,H,2,1,H,,15,16,9,4,14,9,3,7,3,3,0,0
2023-01-28,Hertha,Union Berlin,0,2,A,0,1,A,,10,7,3,3,12,13,3,2,1,2,0,0
2023-01-28,Hoffenheim,M'gladbach,1,4,A,0,2,A,,15,10,5,5,23,10,4,3,2,1,0,0
2023-01-28,Mainz,Bochum,5,2,H,3,0,H,,14,14,7,4,17,11,3,2,0,1,0,0
2023-01-28,Werder Bremen,Wolfsburg,2,1,H,1,0,H,,14,7,5,3,16,12,2,6,3,3,0,0
2023-01-28,Bayern Munich,Ein Frankfurt,1,1,D,1,0,H,,14,7,6,1,6,4,7,6,3,1,0,0
2023-01-29,Schalke 04,FC Koln,0,0,D,0,0,D,,15,7,2,0,13,16,7,7,3,4,0,0
2023-01-29,Leverkusen,Dortmund,0,2,A,0,1,A,,20,6,7,2,13,20,8,4,2,4,0,0
2023-02-03,Augsburg,Leverkusen,1,0,H,0,0,D,,10,12,5,4,14,8,2,1,3,2,0,0
