Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2023-02-04,Bochum,Hoffenheim,5,2,H,3,0,H,,17,10,11,4,13,15,6,6,2,3,0,0
2023-02-04,Dortmund,Freiburg,5,1,H,1,1,D,,24,6,8,3,13,14,14,0,3,4,0,1
2023-02-04,Ein Frankfurt,Hertha,3,0,H,2,0,H,,10,13,4,3,12,10,7,1,1,2,0,0
2023-02-04,FC Koln,RB Leipzig,0,0,D,0,0,D,,9,7,0,2,10,15,5,1,3,4,0,0
2023-02-04,Union Berlin,Mainz,2,1,H,1,0,H,,9,9,5,2,12,10,5,5,1,1,0,0
2023-02-04,M'gladbach,Schalke 04,0,0,D,0,0,D,,17,18,4,5,9,15,9,5,2,3,0,0
2023-02-05,Stuttgart,Werder Bremen,0,2,A,0,0,D,,16,9,5,4,8,17,8,4,2,5,0,0
2023-02-05,Wolfsburg,Bayern Munich,2,4,A,1,3,A,,19,9,5,4,10,9,7,4,2,6,0,1
2023-02-10,Schalke 04,Wolfsburg,0,0,D,0,0,D,,17,8,5,2,10,20,9,3,1,4,0,0
2023-02-11,Bayern Munich,Bochum,3,0,H,1,0,H,,25,7,12,1,10,12,6,3,1,1,0,0
2023-02-11,Freiburg,Stuttgart,2,1,H,0,1,A,,9,14,5,3,13,10,4,3,3,3,0,0
2023-02-11,Hoffenheim,Leverkusen,1,3,A,0,1,A,,11,12,6,5,15,9,5,8,3,1,0,0
2023-02-11,Mainz,Augsburg,3,1,H,2,1,H,,13,11,7,3,12,6,4,12,1,1,0,0
2023-02-11,Werder Bremen,Dortmund,0,2,A,0,0,D,,8,17,3,9,7,7,3,7,1,0,0,0
2023-02-11,RB Leipzig,Union Berlin,1,2,A,1,0,H,,9,6,1,5,15,13,3,4,4,4,0,0
2023-02-12,Hertha,M'gladbach,4,1,H,1,1,D,,17,7,7,3,12,11,4,6,1,1,0,0
2023-02-12,FC Koln,Ein Frankfurt,3,0,H,0,0,D,,9,7,4,1,15,11,3,9,3,2,0,0
2023-02-17,Augsburg,Hoffenheim,1,0,H,0,0,D,,16,8,3,2,13,14,6,1,3,3,0,0
2023-02-18,Bochum,Freiburg,0,2,A,0,1,A,,15,15,6,5,15,10,5,5,4,2,1,0
2023-02-18,M'gladbach,Bayern Munich,3,2,H,1,1,D,,17,13,7,4,9,9,4,0,0,1,0,1
2023-02-18,Stuttgart,FC Koln,3,0,H,1,0,H,,18,11,7,4,10,12,3,6,3,4,0,0
2023-02-18,Wolfsburg,RB Leipzig,0,3,A,0,1,A,,7,17,2,5,16,15,2,5,1,1,0,0
2023-02-18,Ein Frankfurt,Werder Bremen,2,0,H,1,0,H,,11,3,6,0,15,9,5,2,1,1,0,0
2023-02-19,Union Berlin,Schalke 04,0,0,D,0,0,D,,9,6,4,2,13,19,6,4,2,1,0,0
2023-02-19,Dortmund,Hertha,4,1,H,2,0,H,,12,15,5,8,8,15,3,4,1,2,0,0
2023-02-19,Leverkusen,Mainz,2,3,A,1,2,A,,17,12,7,7,14,19,4,5,5,5,1,0
2023-02-24,Mainz,M'gladbach,4,0,H,1,0,H,,14,8,8,2,17,6,3,3,2,3,0,0
2023-02-25,FC Koln,Wolfsburg,0,2,A,0,1,A,,11,6,5,4,9,16,10,2,1,2,0,0
2023-02-25,Hertha,Augsburg,2,0,H,0,0,D,,11,9,3,2,16,19,1,6,1,3,0,0
2023-02-25,Hoffenheim,Dortmund,0,1,A,0,1,A,,13,23,4,11,11,7,12,11,3,1,0,0
2023-02-25,RB Leipzig,Ein Frankfurt,2,1,H,2,0,H,,10,8,5,4,11,11,2,6,2,3,0,0
2023-02-25,Werder Bremen,Bochum,3,0,H,2,0,H,,12,9,6,2,16,16,2,0,3,2,0,0
2023-02-25,Schalke 04,Stuttgart,2,1,H,2,0,H,,11,17,6,5,12,13,6,9,2,2,0,0
2023-02-26,Freiburg,Leverkusen,1,1,D,1,0,H,,9,16,4,4,14,13,1,3,2,1,0,0
2023-02-26,Bayern Munich,Union Berlin,3,0,H,3,0,H,,19,4,10,1,8,9,10,4,1,1,0,0
2023-03-03,Dortmund,RB Leipzig,2,1,H,2,0,H,,8,14,3,6,8,20,4,6,2,5,0,0
2023-03-04,Augsburg,Werder Bremen,2,1,H,1,1,D,,9,17,5,8,10,9,3,7,2,2,0,0
2023-03-04,Bochum,Schalke 04,0,2,A,0,1,A,,6,9,4,5,17,11,4,4,2,1,0,0
2023-03-04,Mainz,Hoffenheim,1,0,H,1,0,H,,16,15,6,4,12,15,11,3,1,4,0,0
2023-03-04,M'gladbach,Freiburg,0,0,D,0,0,D,,10,8,4,3,11,15,6,5,5,2,1,0
2023-03-04,Union Berlin,FC Koln,0,0,D,0,0,D,,8,12,2,4,9,10,5,4,1,0,0,0
2023-03-04,Stuttgart,Bayern Munich,1,2,A,0,1,A,,11,13,4,6,6,12,3,6,0,0,0,0
2023-03-05,Leverkusen,Hertha,4,1,H,2,0,H,,18,7,9,2,11,14,9,2,1,2,0,0
2023-03-05,Wolfsburg,Ein Frankfurt,2,2,D,2,2,D,,13,10,8,2,11,16,4,5,3,3,0,0
2023-03-10,FC Koln,Bochum,0,2,A,0,1,A,,11,9,5,3,9,14,10,1,2,2,0,0
2023-03-11,Bayern Munich,Augsburg,5,3,H,4,1,H,,24,13,9,6,8,10,8,5,2,1,0,0
2023-03-11,Ein Frankfurt,Stuttgart,1,1,D,0,0,D,,10,9,1,5,16,11,3,2,4,1,0,0
2023-03-11,Hertha,Mainz,1,1,D,1,0,H,,9,6,4,3,10,15,7,8,2,1,0,0
2023-03-11,RB Leipzig,M'gladbach,3,0,H,0,0,D,,14,7,9,3,9,9,11,0,1,0,0,0
2023-03-11,Schalke 04,Dortmund,2,2,D,0,1,A,,10,20,5,8,16,8,3,6,1,1,0,0
2023-03-12,Freiburg,Hoffenheim,2,1,H,1,0,H,,9,12,3,1,11,25,2,2,2,5,0,1
2023-03-12,Werder Bremen,Leverkusen,2,3,A,1,1,D,,12,13,6,5,12,12,2,3,2,1,0,0
2023-03-12,Wolfsburg,Union Berlin,1,1,D,0,0,D,,15,11,6,2,11,14,3,5,1,4,0,0
2023-03-17,M'gladbach,Werder Bremen,2,2,D,0,0,D,,21,6,9,3,9,12,6,5,1,1,0,0
2023-03-18,Augsburg,Schalke 04,1,1,D,0,0,D,,9,13,3,5,11,14,9,6,4,4,1,0
2023-03-18,Bochum,RB Leipzig,1,0,H,0,0,D,,8,21,2,8,10,8,2,7,2,3,0,0
2023-03-18,Hoffenheim,Hertha,3,1,H,2,0,H,,15,11,7,5,10,11,8,9,0,3,1,0
2023-03-18,Stuttgart,Wolfsburg,0,1,A,0,0,D,,12,9,2,3,10,8,3,8,1,0,0,0
2023-03-18,Dortmund,FC Koln,6,1,H,4,1,H,,11,11,8,5,7,10,1,6,1,0,0,0
2023-03-19,Union Berlin,Ein Frankfurt,2,0,H,0,0,D,,14,19,3,4,19,15,3,7,3,2,0,0
2023-03-19,Leverkusen,Bayern Munich,2,1,H,0,1,A,,12,11,6,6,10,11,5,3,2,3,0,0
2023-03-19,Mainz,Freiburg,1,1,D,0,0,D,,10,11,6,5,18,10,3,5,2,3,0,0
2023-03-31,Ein Frankfurt,Bochum,1,1,D,1,1,D,,18,8,7,2,14,13,15,2,3,2,0,0
2023-04-01,Freiburg,Hertha,1,1,D,0,0,D,,16,10,8,3,7,11,2,2,1,1,0,0
2023-04-01,RB Leipzig,Mainz,0,3,A,0,1,A,,12,19,3,7,13,20,3,4,3,3,0,0
2023-04-01,Schalke 04,Leverkusen,0,3,A,0,0,D,,12,18,3,10,20,13,7,5,2,1,0,0
2023-04-01,Union Berlin,Stuttgart,3,0,H,0,0,D,,13,17,5,8,11,12,3,5,1,1,0,0
2023-04-01,Wolfsburg,Augsburg,2,2,D,0,2,A,,23,5,5,2,9,15,4,7,3,2,0,0
2023-04-01,Bayern Munich,Dortmund,4,2,H,3,0,H,,16,10,9,4,11,7,6,2,1,1,0,0
2023-04-02,FC Koln,M'gladbach,0,0,D,0,0,D,,12,8,5,2,18,8,11,1,3,3,0,0
2023-04-02,Werder Bremen,Hoffenheim,1,2,A,0,0,D,,12,8,5,2,11,16,1,6,3,4,0,0
2023-04-08,Augsburg,FC Koln,1,3,A,1,2,A,,13,11,1,5,5,11,6,1,3,4,0,0
2023-04-08,Dortmund,Union Berlin,2,1,H,1,0,H,,14,7,6,2,8,11,8,0,5,2,0,0
2023-04-08,Freiburg,Bayern Munich,0,1,A,0,0,D,,10,23,2,8,10,14,2,6,2,2,0,0
2023-04-08,Leverkusen,Ein Frankfurt,3,1,H,2,0,H,,13,9,8,3,9,13,2,5,1,5,0,0
2023-04-08,Mainz,Werder Bremen,2,2,D,0,0,D,,16,9,10,4,11,22,1,2,1,5,0,0
2023-04-08,Hertha,RB Leipzig,0,1,A,0,1,A,,11,18,1,6,12,13,4,4,4,3,0,0
2023-04-09,M'gladbach,Wolfsburg,2,0,H,1,0,H,,13,9,6,2,12,11,5,8,0,1,0,0
2023-04-09,Bochum,Stuttgart,2,3,A,0,1,A,,11,14,5,7,12,8,7,4,3,3,0,0
2023-04-09,Hoffenheim,Schalke 04,2,0,H,1,0,H,,15,10,4,3,14,13,9,8,3,0,0,0
2023-04-14,Schalke 04,Hertha,5,2,H,2,1,H,,14,11,7,5,12,19,7,8,2,3,0,0
2023-04-15,Bayern Munich,Hoffenheim,1,1,D,1,0,H,,22,4,7,3,7,10,13,4,2,1,0,0
2023-04-15,FC Koln,Mainz,1,1,D,0,1,A,,12,5,4,1,10,15,3,3,3,2,0,0
2023-04-15,RB Leipzig,Augsburg,3,2,H,3,1,H,,13,14,6,3,8,11,3,5,2,3,0,0
2023-04-15,Stuttgart,Dortmund,3,3,D,0,2,A,,12,15,5,6,7,14,5,7,5,3,1,0
2023-04-15,Ein Frankfurt,M'gladbach,1,1,D,0,1,A,,16,4,5,2,16,5,10,2,1,2,0,0
2023-04-16,Werder Bremen,Freiburg,1,2,A,0,0,D,,13,6,5,3,13,12,5,2,2,3,0,0
2023-04-16,Union Berlin,Bochum,1,1,D,1,0,H,,10,14,2,8,10,7,5,7,2,1,1,0
2023-04-16,Wolfsburg,Leverkusen,0,0,D,0,0,D,,11,13,3,4,10,17,2,6,0,5,0,0
2023-04-21,Augsburg,Stuttgart,1,1,D,1,0,H,,4,6,1,3,17,12,1,3,5,3,0,0
2023-04-22,Bochum,Wolfsburg,1,5,A,0,3,A,,23,15,6,7,11,8,10,3,3,3,0,0
2023-04-22,Hertha,Werder Bremen,2,4,A,0,2,A,,13,11,5,4,11,12,8,4,2,2,0,0
2023-04-22,Hoffenheim,FC Koln,1,3,A,0,2,A,,11,14,4,7,11,11,2,5,1,2,0,0
2023-04-22,Mainz,Bayern Munich,3,1,H,0,1,A,,13,11,4,2,14,6,2,7,2,0,0,0
2023-04-22,Dortmund,Ein Frankfurt,4,0,H,3,0,H,,14,9,7,2,10,13,5,2,2,3,0,0
2023-04-23,Freiburg,Schalke 04,4,0,H,2,0,H,,25,10,12,4,9,10,6,5,1,2,0,0
2023-04-23,Leverkusen,RB Leipzig,2,0,H,1,0,H,,8,26,6,8,10,9,0,9,3,5,0,1
2023-04-23,M'gladbach,Union Berlin,0,1,A,0,0,D,,8,14,4,4,10,12,2,2,3,2,0,0
2023-04-28,Bochum,Dortmund,1,1,D,1,1,D,,10,21,4,6,13,9,4,11,1,2,0,0
2023-04-29,Ein Frankfurt,Augsburg,1,1,D,1,0,H,,7,9,1,3,6,11,5,7,2,2,0,0
2023-04-29,FC Koln,Freiburg,0,1,A,0,0,D,,21,12,8,6,15,7,9,6,1,1,0,0
2023-04-29,RB Leipzig,Hoffenheim,1,0,H,1,0,H,,16,5,2,2,9,14,7,1,0,2,0,0
2023-04-29,Stuttgart,M'gladbach,2,1,H,1,0,H,,18,9,5,4,11,14,5,8,2,2,0,1
2023-04-29,Union Berlin,Leverkusen,0,0,D,0,0,D,,7,8,1,2,9,8,6,4,1,1,0,0
2023-04-29,Schalke 04,Werder Bremen,2,1,H,0,1,A,,21,11,10,1,9,17,11,3,4,3,0,0
2023-04-30,Bayern Munich,Hertha,2,0,H,0,0,D,,25,2,9,1,5,8,18,1,2,0,0,0
2023-04-30,Wolfsburg,Mainz,3,0,H,3,0,H,,10,10,4,2,6,10,3,5,1,3,0,0
2023-05-05,Leverkusen,FC Koln,1,2,A,1,2,A,,14,7,4,5,8,13,9,2,1,6,0,0
2023-05-05,Mainz,Schalke 04,2,3,A,0,1,A,,9,15,4,10,12,10,7,6,4,1,0,0
2023-05-06,Augsburg,Union Berlin,1,0,H,0,0,D,,11,12,3,4,10,14,3,7,2,2,0,0
2023-05-06,Freiburg,RB Leipzig,0,1,A,0,0,D,,5,13,2,6,9,11,3,3,2,4,0,0
2023-05-06,Hertha,Stuttgart,2,1,H,2,1,H,,7,16,3,4,9,19,3,5,4,1,0,0
2023-05-06,Hoffenheim,Ein Frankfurt,3,1,H,3,0,H,,8,19,5,6,17,14,1,11,2,4,1,0
2023-05-06,M'gladbach,Bochum,2,0,H,1,0,H,,25,14,9,3,7,13,11,3,2,1,0,0
2023-05-06,Werder Bremen,Bayern Munich,1,2,A,0,0,D,,12,12,2,4,14,11,1,11,2,1,0,0
2023-05-07,Dortmund,Wolfsburg,6,0,H,3,0,H,,20,10,10,3,11,14,10,6,0,1,0,0
2023-05-12,FC Koln,Hertha,5,2,H,3,2,H,,28,9,15,3,11,14,12,3,2,7,0,0
2023-05-13,Bayern Munich,Schalke 04,6,0,H,2,0,H,,23,8,14,0,10,10,4,3,0,3,0,0
2023-05-13,Bochum,Augsburg,3,2,H,1,1,D,,15,12,8,2,13,16,7,7,3,2,0,0
2023-05-13,Ein Frankfurt,Mainz,3,0,H,2,0,H,,17,10,7,4,4,10,5,1,1,3,0,0
2023-05-13,Union Berlin,Freiburg,4,2,H,3,0,H,,10,13,4,8,18,13,1,7,3,1,0,0
2023-05-13,Wolfsburg,Hoffenheim,2,1,H,1,0,H,,8,10,3,2,17,12,3,7,2,2,0,0
2023-05-13,Dortmund,M'gladbach,5,2,H,4,0,H,,33,13,13,8,10,12,10,4,0,2,0,0
2023-05-14,Stuttgart,Leverkusen,1,1,D,0,0,D,,9,12,1,3,7,14,7,3,3,4,0,0
2023-05-14,RB Leipzig,Werder Bremen,2,1,H,0,0,D,,20,6,7,2,12,20,3,2,2,5,0,0
2023-05-19,Freiburg,Wolfsburg,2,0,H,0,0,D,,16,9,7,2,15,16,4,4,1,3,1,0
2023-05-20,Hertha,Bochum,1,1,D,0,0,D,,14,17,4,6,7,10,9,5,1,1,0,0
2023-05-20,Hoffenheim,Union Berlin,4,2,H,2,1,H,,10,20,5,4,15,15,1,5,4,5,0,0
2023-05-20,Schalke 04,Ein Frankfurt,2,2,D,1,1,D,,11,6,4,3,11,16,8,3,3,4,0,0
2023-05-20,Werder Bremen,FC Koln,1,1,D,0,1,A,,13,13,6,4,10,9,4,9,4,2,0,0
2023-05-20,Bayern Munich,RB Leipzig,1,3,A,1,0,H,,17,16,4,8,8,11,7,2,1,1,0,0
2023-05-21,Mainz,Stuttgart,1,4,A,1,1,D,,9,8,6,6,18,11,6,3,3,1,0,0
2023-05-21,Augsburg,Dortmund,0,3,A,0,0,D,,4,28,1,10,12,9,3,8,3,3,1,0
2023-05-21,Leverkusen,M'gladbach,2,2,D,2,0,H,,13,9,6,5,12,15,2,3,3,3,1,0
2023-05-27,Bochum,Leverkusen,3,0,H,2,0,H,,10,11,5,2,12,12,2,5,5,5,0,1
2023-05-27,Dortmund,Mainz,2,2,D,0,2,A,,30,10,12,4,5,14,6,3,1,1,0,0
2023-05-27,Ein Frankfurt,Freiburg,2,1,H,0,1,A,,14,13,8,7,13,10,3,6,4,2,0,0
2023-05-27,FC Koln,Bayern Munich,1,2,A,0,1,A,,9,11,3,3,11,8,7,3,3,0,0,0
2023-05-27,M'gladbach,Augsburg,2,0,H,2,0,H,,17,9,7,3,5,19,4,4,0,1,0,1
2023-05-27,RB Leipzig,Schalke 04,4,2,H,2,1,H,,19,16,12,4,13,11,4,5,2,2,0,0
2023-05-27,Stuttgart,Hoffenheim,1,1,D,0,0,D,,19,8,4,2,12,10,9,2,0,0,0,0
2023-05-27,Union Berlin,Werder Bremen,1,0,H,0,0,D,,16,7,4,4,9,10,15,1,1,3,0,0
2023-05-27,Wolfsburg,Hertha,1,2,A,1,0,H,,19,9,9,5,9,18,7,3,1,5,0,0
2023-08-18,Werder Bremen,Bayern Munich,0,4,A,0,1,A,,6,25,1,10,16,11,0,6,2,1,0,0
2023-08-19,Augsburg,M'gladbach,4,4,D,3,3,D,,20,9,8,6,9,14,8,7,1,2,0,0
2023-08-19,Hoffenheim,Freiburg,1,2,A,0,2,A,,24,17,5,8,9,9,4,2,0,1,0,0
2023-08-19,Leverkusen,RB Leipzig,3,2,H,2,1,H,,11,13,7,6,13,10,4,5,1,2,0,0
2023-08-19,Stuttgart,Bochum,5,0,H,2,0,H,,19,4,9,1,5,12,7,0,1,1,0,0
2023-08-19,Wolfsburg,Heidenheim,2,0,H,2,0,H,,18,13,8,1,10,9,1,7,3,0,0,0
2023-08-19,Dortmund,FC Koln,1,0,H,0,0,D,,12,11,2,4,13,11,6,3,1,0,0,0
2023-08-20,Union Berlin,Mainz,4,1,H,2,0,H,,12,9,7,3,15,16,3,1,1,5,0,0
2023-08-20,Ein Frankfurt,Darmstadt,1,0,H,1,0,H,,10,11,4,2,9,14,7,3,2,3,0,0
2023-08-25,RB Leipzig,Stuttgart,5,1,H,0,1,A,,20,8,11,3,12,10,4,4,1,1,0,0
2023-08-26,Bochum,Dortmund,1,1,D,1,0,H,,17,13,6,3,21,7,5,4,2,1,0,0
2023-08-26,Darmstadt,Union Berlin,1,4,A,1,3,A,,18,12,6,6,15,12,3,5,2,2,0,1
2023-08-26,FC Koln,Wolfsburg,1,2,A,0,0,D,,14,9,2,6,6,10,6,1,1,5,0,0
2023-08-26,Freiburg,Werder Bremen,1,0,H,0,0,D,,23,16,6,2,9,8,5,5,2,2,0,0
2023-08-26,Heidenheim,Hoffenheim,2,3,A,1,0,H,,19,16,9,6,13,9,10,6,1,5,0,0
2023-08-26,M'gladbach,Leverkusen,0,3,A,0,2,A,,13,24,2,10,7,8,5,8,2,3,0,0
2023-08-27,Mainz,Ein Frankfurt,1,1,D,1,0,H,,13,8,7,2,23,12,5,4,3,4,0,1
2023-08-27,Bayern Munich,Augsburg,3,1,H,2,0,H,,19,11,6,2,13,8,10,4,1,2,0,0
2023-09-01,Dortmund,Heidenheim,2,2,D,2,0,H,,20,15,9,6,9,22,3,6,3,3,0,0
2023-09-02,Augsburg,Bochum,2,2,D,1,1,D,,11,22,3,9,15,13,3,5,2,2,0,0
2023-09-02,Hoffenheim,Wolfsburg,3,1,H,1,1,D,,11,14,5,7,12,15,3,3,2,2,0,0
2023-09-02,Leverkusen,Darmstadt,5,1,H,1,1,D,,24,5,13,1,8,11,4,2,3,2,0,0
2023-09-02,Stuttgart,Freiburg,5,0,H,3,0,H,,13,11,6,5,9,10,2,4,1,1,0,0
2023-09-02,Werder Bremen,Mainz,4,0,H,1,0,H,,12,12,6,3,18,14,1,7,2,2,0,0
2023-09-02,M'gladbach,Bayern Munich,1,2,A,1,0,H,,8,25,3,9,5,20,1,15,0,2,0,0
2023-09-03,Ein Frankfurt,FC Koln,1,1,D,0,1,A,,12,6,4,2,10,10,8,1,1,3,0,0
2023-09-03,Union Berlin,RB Leipzig,0,3,A,0,0,D,,4,15,1,8,16,9,3,7,3,1,1,0
2023-09-15,Bayern Munich,Leverkusen,2,2,D,1,1,D,,15,12,9,5,6,6,7,4,0,3,0,0
2023-09-16,FC Koln,Hoffenheim,1,3,A,0,2,A,,17,17,7,5,15,14,13,4,4,4,1,0
2023-09-16,Freiburg,Dortmund,2,4,A,2,1,H,,14,14,4,6,12,16,6,8,2,3,1,0
2023-09-16,Mainz,Stuttgart,1,3,A,0,0,D,,15,16,3,6,12,9,6,4,1,2,0,0
2023-09-16,RB Leipzig,Augsburg,3,0,H,3,0,H,,9,16,6,4,16,12,1,6,0,0,0,0
2023-09-16,Wolfsburg,Union Berlin,2,1,H,2,1,H,,8,17,3,5,6,8,3,7,1,0,0,0
2023-09-16,Bochum,Ein Frankfurt,1,1,D,0,0,D,,24,8,10,6,13,14,8,2,3,2,0,0
2023-09-17,Heidenheim,Werder Bremen,4,2,H,2,0,H,,19,11,4,4,21,9,10,1,1,1,0,0
2023-09-17,Darmstadt,M'gladbach,3,3,D,3,0,H,,15,21,8,10,12,8,6,6,1,1,1,0
2023-09-22,Stuttgart,Darmstadt,3,1,H,2,1,H,,18,3,11,0,7,12,5,4,1,6,0,0
2023-09-23,Augsburg,Mainz,2,1,H,2,1,H,,6,13,3,3,16,14,3,4,2,3,1,0
2023-09-23,Bayern Munich,Bochum,7,0,H,4,0,H,,26,4,16,1,8,10,8,1,0,1,0,0
2023-09-23,Dortmund,Wolfsburg,1,0,H,0,0,D,,18,8,4,2,9,14,5,3,0,1,0,0
2023-09-23,M'gladbach,RB Leipzig,0,1,A,0,0,D,,13,8,1,4,14,7,11,6,1,1,0,0
2023-09-23,Union Berlin,Hoffenheim,0,2,A,0,2,A,,22,11,6,4,11,13,11,6,1,3,0,0
2023-09-23,Werder Bremen,FC Koln,2,1,H,1,1,D,,17,13,6,5,18,16,9,8,2,1,0,0
2023-09-24,Leverkusen,Heidenheim,4,1,H,1,0,H,,20,1,10,1,9,10,7,2,1,1,0,0
2023-09-24,Ein Frankfurt,Freiburg,0,0,D,0,0,D,,13,9,5,2,12,5,7,3,4,2,0,0
2023-09-29,Hoffenheim,Dortmund,1,3,A,1,2,A,,15,6,5,5,14,16,4,3,3,4,0,1
2023-09-30,Bochum,M'gladbach,1,3,A,0,3,A,,23,25,5,9,12,12,5,10,2,3,0,0
2023-09-30,FC Koln,Stuttgart,0,2,A,0,0,D,,14,18,5,4,16,8,8,4,2,1,0,0
2023-09-30,Heidenheim,Union Berlin,1,0,H,0,0,D,,9,19,4,8,11,14,5,7,1,2,0,0
2023-09-30,Mainz,Leverkusen,0,3,A,0,1,A,,10,6,3,3,13,11,3,1,4,1,0,0
2023-09-30,Wolfsburg,Ein Frankfurt,2,0,H,1,0,H,,19,7,7,3,11,18,7,4,1,6,0,1
2023-09-30,RB Leipzig,Bayern Munich,2,2,D,2,0,H,,7,11,2,5,10,11,5,1,2,5,0,0
2023-10-01,Darmstadt,Werder Bremen,4,2,H,2,0,H,,14,10,5,7,19,19,2,4,3,2,0,0
2023-10-01,Freiburg,Augsburg,2,0,H,1,0,H,,7,13,3,4,13,17,2,3,2,2,0,0
2023-10-06,M'gladbach,Mainz,2,2,D,1,1,D,,20,13,9,7,9,9,10,3,3,1,0,0
2023-10-07,Augsburg,Darmstadt,1,2,A,0,0,D,,17,17,3,5,13,12,4,4,4,2,0,0
2023-10-07,Dortmund,Union Berlin,4,2,H,1,2,A,,12,12,7,6,7,15,4,6,1,1,0,0
2023-10-07,RB Leipzig,Bochum,0,0,D,0,0,D,,18,9,5,2,10,13,9,1,2,4,0,0
2023-10-07,Stuttgart,Wolfsburg,3,1,H,0,1,A,,13,12,7,5,13,14,5,6,1,3,0,0
2023-10-07,Werder Bremen,Hoffenheim,2,3,A,1,2,A,,13,11,3,4,15,6,4,4,5,4,0,0
2023-10-08,Leverkusen,FC Koln,3,0,H,2,0,H,,21,7,10,3,9,7,11,4,3,0,0,0
2023-10-08,Bayern Munich,Freiburg,3,0,H,2,0,H,,21,2,5,0,7,8,7,1,1,0,0,0
2023-10-08,Ein Frankfurt,Heidenheim,2,0,H,1,0,H,,12,7,6,2,14,10,3,6,2,3,0,0
2023-10-20,Dortmund,Werder Bremen,1,0,H,0,0,D,,22,6,5,1,5,10,10,4,1,5,0,0
2023-10-21,Darmstadt,RB Leipzig,1,3,A,1,2,A,,16,10,3,7,16,12,6,0,6,3,0,0
2023-10-21,Freiburg,Bochum,2,1,H,2,1,H,,15,13,5,5,11,16,5,2,3,4,0,0
2023-10-21,Hoffenheim,Ein Frankfurt,1,3,A,1,3,A,,14,13,5,5,7,7,6,3,3,0,0,0
2023-10-21,Union Berlin,Stuttgart,0,3,A,0,1,A,,10,10,2,5,12,12,4,2,2,1,0,0
2023-10-21,Wolfsburg,Leverkusen,1,2,A,1,1,D,,18,13,7,6,15,14,4,3,3,5,0,0
2023-10-21,Mainz,Bayern Munich,1,3,A,1,2,A,,14,12,3,5,12,10,2,7,3,2,0,0
2023-10-22,FC Koln,M'gladbach,3,1,H,1,0,H,,21,5,8,2,13,10,8,3,0,2,0,1
2023-10-22,Heidenheim,Augsburg,2,5,A,2,3,A,,16,9,5,6,11,11,6,5,3,2,0,0
2023-10-27,Bochum,Mainz,2,2,D,1,0,H,,10,10,4,4,14,21,5,4,3,3,0,0
2023-10-28,Augsburg,Wolfsburg,3,2,H,1,2,A,,9,13,5,6,19,14,5,5,6,4,1,0
2023-10-28,Bayern Munich,Darmstadt,8,0,H,0,0,D,,28,10,16,4,15,13,7,1,1,2,1,2
2023-10-28,M'gladbach,Heidenheim,2,1,H,1,1,D,,11,8,6,3,5,18,6,4,0,3,0,0
2023-10-28,Stuttgart,Hoffenheim,2,3,A,0,2,A,,23,7,10,5,13,11,6,0,2,1,0,0
2023-10-28,Werder Bremen,Union Berlin,2,0,H,1,0,H,,9,7,3,2,12,14,3,3,1,4,0,1
2023-10-28,RB Leipzig,FC Koln,6,0,H,4,0,H,,24,6,13,1,8,13,11,1,2,4,0,1
2023-10-29,Ein Frankfurt,Dortmund,3,3,D,2,1,H,,11,14,7,4,11,10,0,4,3,2,0,0
2023-10-29,Leverkusen,Freiburg,2,1,H,1,0,H,,19,10,4,4,9,10,11,4,0,2,0,0
2023-11-03,Darmstadt,Bochum,1,2,A,1,1,D,,15,9,4,4,7,16,11,2,2,5,1,0
2023-11-04,FC Koln,Augsburg,1,1,D,1,1,D,,28,18,12,3,10,10,10,2,1,4,0,0
2023-11-04,Freiburg,M'gladbach,3,3,D,1,3,A,,15,10,8,5,7,10,8,2,2,2,0,0
2023-11-04,Hoffenheim,Leverkusen,2,3,A,0,2,A,,12,10,7,4,6,10,4,3,3,2,0,0
2023-11-04,Mainz,RB Leipzig,2,0,H,0,0,D,,10,10,3,2,13,9,2,7,3,1,0,0
2023-11-04,Union Berlin,Ein Frankfurt,0,3,A,0,2,A,,10,4,3,3,13,8,9,1,0,1,0,0
2023-11-04,Dortmund,Bayern Munich,0,4,A,0,2,A,,15,14,1,8,14,6,3,2,3,2,0,0
2023-11-05,Wolfsburg,Werder Bremen,2,2,D,1,1,D,,15,13,5,4,14,17,5,2,4,1,1,0
2023-11-05,Heidenheim,Stuttgart,2,0,H,0,0,D,,19,14,2,2,7,13,9,6,2,2,0,0
2023-11-10,M'gladbach,Wolfsburg,4,0,H,2,0,H,,16,12,8,4,7,12,8,5,1,3,0,0
2023-11-11,Augsburg,Hoffenheim,1,1,D,0,1,A,,11,12,6,6,9,11,3,5,1,2,0,0
2023-11-11,Bayern Munich,Heidenheim,4,2,H,2,0,H,,18,7,8,2,8,8,7,2,1,0,0,0
2023-11-11,Darmstadt,Mainz,0,0,D,0,0,D,,9,9,3,0,20,15,0,5,3,3,0,0
2023-11-11,Stuttgart,Dortmund,2,1,H,1,1,D,,22,5,10,1,13,16,6,1,2,3,0,0
2023-11-11,Bochum,FC Koln,1,1,D,1,0,H,,25,10,9,6,14,19,3,3,4,1,0,0
2023-11-12,Leverkusen,Union Berlin,4,0,H,1,0,H,,19,2,10,2,8,5,10,1,0,1,0,0
